index,street_raw,street,race_of_household
01881.jpg,,west,white
01874.jpg,grand bue,grand,white
01865.jpg,s. granc ave,grand,white
01891.jpg,s. grand ave,grand,white
01905.jpg,rand dre.,grand,white
01900.jpg,i. grand ale,grand,white
01904.jpg,grand!,grand,white
01886.jpg,grand ave.,grand,white
01879.jpg,,west,other
01877.jpg,so grand ave.,grand,white
01884.jpg,"so, grand ave.",grand,white
01897.jpg,s. grand ave,grand,white
01898.jpg,"""grand""
i",grand,white
01899.jpg,"gras
rand ave.",grand,white
01873.jpg,so. grand ave,grand,white
01894.jpg,grand ave..,grand,white
01876.jpg,s. grand ave,grand,white
01890.jpg,grand ave.,grand,white
01885.jpg,s. grand abe.,grand,white
01903.jpg,s. grand are,grand,white
01892.jpg,so. grand ave,grand,white
01908.jpg,s. grand ave,grand,white
01916.jpg,a grand live,grand,white
01909.jpg,"so, grand ave",grand,white
01920.jpg,grand cve.,grand,white
01913.jpg,randare.,grand,white
01919.jpg,"so, grand ave.",grand,white
01906.jpg,grand gne.,grand,white
01910.jpg,"so. grand #ve
s",grand,white
01912.jpg,s.grandave,grand,white
01940.jpg,"rand ave
yra",grand,white
01938.jpg,hand lave,bunker hill ave,white
01950.jpg,so. grand ave,grand,white
01945.jpg,"so, grand ave",grand,white
01947.jpg,grand,grand,white
01927.jpg,-s. grand ave.,grand,white
01942.jpg,s. grand ave,grand,white
01924.jpg,grand,grand,mexican
01935.jpg,grand lave,grand,white
01926.jpg,s.grand ave.,grand,white
01933.jpg,s. grand ave.,grand,white
01928.jpg,"so, grand ave",grand,white
01939.jpg,so. grand ave,grand,white
01952.jpg,s.grand are,grand,white
01943.jpg,grand,grand,other
01934.jpg,"so, grand ave",grand,white
01925.jpg,so. grand-ave,grand,white
01944.jpg,so grimp-77v9,hope,
01930.jpg,grand ave,grand,white
01922.jpg,grand,grand,other
01921.jpg,s.grand ave,grand,white
01932.jpg,grand mas,grand,white
01951.jpg,"so, grand
ave",grand,white
01955.jpg,so. grand ave,grand,white
01958.jpg,"so, grand live",grand,white
01964.jpg,so. grand ave,grand,white
01965.jpg,"so, grand ave",grand,white
01953.jpg,grand ave.,grand,white
01957.jpg,s.granc ave,grand,white
01959.jpg,s. anand art.,cinnabar,white
01961.jpg,"so, grand ave",grand,white
01963.jpg,s. grand,grand,negro
01972.jpg,"so, grand ave",grand,white
01969.jpg,"so, grand ave",grand,white
01980.jpg,i. grand,grand,white
01976.jpg,"so, grand ave",grand,white
01984.jpg,s. hand as,grand,white
01982.jpg,grand,grand,white
01981.jpg,"s. grand avp.
s",grand,mexican
01986.jpg,grand flor,grand,white
01975.jpg,,west,white
01970.jpg,rand,grand,white
01987.jpg,"po
my.",hope,white
01989.jpg,s. grand ave,grand,white
01978.jpg,s. arand ave,grand,white
01993.jpg,s. irland any.,grand,white
02006.jpg,"so, grand ave",grand,white
02004.jpg,grand live,grand,white
01991.jpg,grand are.,grand,white
02016.jpg,so. grand-ave,grand,white
02020.jpg,hand,grand,white
01994.jpg,"so, grand ave",grand,white
02002.jpg,h,hope,white
02013.jpg,"so, grand ave.",grand,white
01983.jpg,so grand ave,grand,white
02014.jpg,rand,grand,white
02010.jpg,"so, grand avo",grand,white
01997.jpg,so. grand sve,grand,white
01996.jpg,s. grand ave,grand,white
02019.jpg,grand ave.,grand,white
02005.jpg,jo bland and,grand,white
01992.jpg,"so. grand ave
s",grand,white
01999.jpg,hand,grand,white
02018.jpg,"so, grand sive",grand,white
02021.jpg,grand,grand,white
02025.jpg,"so, grand ave",grand,white
02023.jpg,ii ave.,bunker hill ave,white
02022.jpg,"so, grand ave",grand,white
02030.jpg,grand,grand,white
02036.jpg,ad ave,bunker hill ave,white
02035.jpg,"s
chahed ass.
all",bunker hill ave,white
02028.jpg,s.grand ave,grand,white
02033.jpg,,west,white
02043.jpg,and ave,grand,white
02038.jpg,s. grand ave.,grand,white
02052.jpg,grand,grand,white
02046.jpg,"rand ave,",grand,white
02026.jpg,so. grand ave,grand,negro
02047.jpg,s. grand ave,grand,white
02054.jpg,s. grand are.,grand,white
02037.jpg,"so, grand ave",grand,white
02044.jpg,"anand art.
and",cinnabar,white
02042.jpg,s. grand ave.,grand,white
02032.jpg,grand ave.,grand,white
02048.jpg,"so, grand ave",grand,white
02029.jpg,s. grand i,grand,white
02057.jpg,s. grand ave,grand,white
02055.jpg,grand ave.,grand,white
02061.jpg,so. grand-tive,grand,white
02056.jpg,grand,grand,white
02070.jpg,s. grand,grand,white
02064.jpg,grand ave.,grand,white
02058.jpg,s. grand livre.,grand,white
02072.jpg,s. grand ave.,grand,white
02053.jpg,hand ave,grand,white
02065.jpg,tram,grand,white
02075.jpg,s.granc avc,grand,
02069.jpg,s. grand ave,grand,white
02074.jpg,s. grand,grand,white
02063.jpg,-s. grand ave,grand,white
02041.jpg,aas,cinnabar,other
02060.jpg,"so, grand ave",grand,white
02071.jpg,so. grand sive,grand,white
02039.jpg,grand ave,grand,white
02080.jpg,"sa
grand ave",grand,white
02093.jpg,"so,grand -ave",grand,
02083.jpg,grand,grand,white
02082.jpg,j. grand art.,grand,white
02084.jpg,so. grand-ave,grand,
02092.jpg,"so, grand ave",grand,white
02089.jpg,grand shre,grand,white
02091.jpg,,west,white
02085.jpg,so. grand ave,grand,white
02094.jpg,grandlave,grand,white
02086.jpg,"so,grand-ave",grand,white
02078.jpg,so. grand ave.,grand,white
02087.jpg,"an
ave.
a",cinnabar,white
02081.jpg,"pop p
ant",hope,white
02100.jpg,so. grand ave,grand,white
02090.jpg,and are,grand,white
02088.jpg,s. grand avc.,grand,white
02097.jpg,s. grand ave.,grand,white
02103.jpg,so. grand ave,grand,white
02120.jpg,grand,grand,white
02113.jpg,"so, grand ave",grand,white
02108.jpg,"s
grand ave",grand,white
02119.jpg,grand ave,grand,white
02112.jpg,"2
trand",grand,white
02115.jpg,grand ave,grand,white
02104.jpg,s.grand ave,grand,white
02124.jpg,"so, grand ave",grand,white
02110.jpg,grand,grand,white
02117.jpg,"se, grand ave",grand,white
02118.jpg,grand the.,grand,white
02105.jpg,so. grand ave,grand,white
02122.jpg,"so, grand ave.",grand,white
02137.jpg,,west,white
02132.jpg,grand ave.,grand,white
02128.jpg,"so, grand ave..",grand,white
02136.jpg,grand live.,grand,white
02133.jpg,s. grand ave,grand,white
02125.jpg,s. grand art.,grand,white
02126.jpg,s. grand and,grand,white
02139.jpg,so. grand-ave,grand,white
02141.jpg,s. grand ave.,grand,white
02138.jpg,s. grand avc.,grand,white
02130.jpg,trand!,grand,white
02148.jpg,,west,white
02150.jpg,grand ave,grand,white
02143.jpg,grand ave.,grand,white
02157.jpg,so. grand ave,grand,white
02163.jpg,s. grand ave,grand,white
02142.jpg,s. grand ave.,grand,white
02158.jpg,so. gyand ave.,grand,white
02161.jpg,s. grand love.,grand,white
02146.jpg,"so, grand ave",grand,white
02149.jpg,s. grand ave.,grand,white
02145.jpg,s. grand avo,grand,white
02155.jpg,3. grand are,grand,white
02151.jpg,v. grand apte,grand,white
02164.jpg,,west,white
02159.jpg,s. brand art.,grand,white
02147.jpg,grand ave.,grand,white
02166.jpg,s... grand art.,grand,white
02154.jpg,"35
trand",grand,mexican
02168.jpg,grand thre.,grand,white
02167.jpg,"so, grana ale",grand,white
02169.jpg,nd lave,bunker hill ave,white
02181.jpg,i ave.,bunker hill ave,white
02173.jpg,s. grand,grand,white
02171.jpg,grand,grand,white
02186.jpg,,west,white
02182.jpg,and due,grand,white
02178.jpg,"so.
grand ave",grand,mexican
02192.jpg,"so, grand ave.",grand,white
02187.jpg,,west,white
02184.jpg,"so, grand ave",grand,white
02180.jpg,so. grand ave,grand,white
02174.jpg,rand,grand,white
02190.jpg,so. grand,grand,white
02200.jpg,sand ade,grand,white
02201.jpg,s. brand art.,grand,white
02196.jpg,so. grand-ave,grand,white
02195.jpg,grand,grand,white
02197.jpg,s. grand avc,grand,white
02202.jpg,"so, grand live",grand,white
02203.jpg,so. grand are,grand,white
02194.jpg,"so, grand ave.",grand,white
02212.jpg,grandlive.,grand,white
02206.jpg,grand lave,grand,white
02208.jpg,so. grand ave,grand,white
02210.jpg,s. grand ave,grand,white
02209.jpg,s. grandlane.,grand,white
02213.jpg,"gre
rand",grand,white
02217.jpg,grand ave.,grand,white
02204.jpg,"so, grand ave",grand,white
02221.jpg,grand ave,grand,white
02215.jpg,"s. grand ave
s",grand,white
02216.jpg,s. grand ave,grand,white
02232.jpg,so. grand ave,grand,white
02227.jpg,so. grand-ave,grand,
02220.jpg,"ram
no",grand,white
02233.jpg,grand lave,grand,white
02230.jpg,jahouhy,hope,white
02239.jpg,trand ave.,grand,white
02229.jpg,"so, grand ave.",grand,white
02223.jpg,s grand are,grand,white
02237.jpg,"so, grand ave",grand,white
02228.jpg,"so, grand ave",grand,white
02235.jpg,s. grand b.,grand,white
02222.jpg,all ave.,bunker hill ave,white
02244.jpg,and,grand,white
02234.jpg,grand ave.,grand,white
02240.jpg,s. grand art.,grand,white
02242.jpg,and bave,grand,white
02245.jpg,,west,white
02177.jpg,s. grand ave.,grand,white
02246.jpg,"so, grand ave",grand,white
02247.jpg,sa. grand-17 ke,grand,white
02250.jpg,grand,grand,white
02241.jpg,"4
and art.",grand,white
02243.jpg,grand ave,grand,white
02248.jpg,grand leve,grand,white
02249.jpg,sgrond ave,grand,white
02257.jpg,"so, grand ave",grand,negro
02185.jpg,grand thre.,grand,white
02261.jpg,so. grand-ave,grand,white
02254.jpg,so grand-ave,grand,white
02255.jpg,s. grand vine.,grand,white
02265.jpg,8. grand ohne.,grand,white
02252.jpg,"so, grand ave",grand,white
02259.jpg,so. grand ave,grand,white
02266.jpg,8. ghan,grand,mexican
02262.jpg,"so, grandave",grand,white
02268.jpg,brand,grand,white
02263.jpg,grand ave,grand,white
02273.jpg,and,grand,white
02277.jpg,grand ave,grand,white
02291.jpg,s. grand ave,grand,white
02288.jpg,,west,white
02282.jpg,rand,grand,white
02267.jpg,s. granca vp.,grand,white
02278.jpg,s. grand ave,grand,white
02269.jpg,so grand ave,grand,white
02280.jpg,grand ave.,grand,white
02286.jpg,rand ave.,grand,white
02293.jpg,"so, grand-aye",grand,
02296.jpg,"so, grand ave",grand,white
02284.jpg,land,grand,white
02304.jpg,rand,grand,white
02295.jpg,s. grand ave,grand,white
02292.jpg,noc,hope,white
02285.jpg,s. grand ave,grand,white
02279.jpg,"so, grand-aye",grand,oriental
02302.jpg,s. grand ave.,grand,white
02299.jpg,grand have,grand,white
02289.jpg,s. grand as.,grand,white
02272.jpg,"so, grand ave",grand,white
02303.jpg,so. grand ave,grand,white
02306.jpg,,west,white
02275.jpg,grand i,grand,white
02297.jpg,grand lave,grand,white
02298.jpg,i. grand ave,grand,white
02300.jpg,s. grand ave.,grand,white
02294.jpg,grand art.,grand,white
02308.jpg,gran,grand,white
02309.jpg,rand,grand,white
02287.jpg,grand love,grand,white
02313.jpg,"s.grand ave
s",grand,white
02316.jpg,grand ave,grand,white
02326.jpg,,west,white
02317.jpg,grand que,grand,white
02328.jpg,s. grand time,grand,white
02325.jpg,,west,white
02314.jpg,,west,white
02315.jpg,so. grand ave.,grand,white
02321.jpg,s. grand ave,grand,white
02324.jpg,trand ave,grand,white
02332.jpg,grand ave.,grand,white
02318.jpg,grand ave,grand,white
02312.jpg,"so, grand ave",grand,white
02311.jpg,s. grand ave,grand,white
02356.jpg,so. grand-ave,grand,white
02353.jpg,grand,grand,white
02333.jpg,s. grany ave,grand,white
02352.jpg,"s. olive
-0",bunker hill ave,oriental
02343.jpg,"so, grand ave",grand,white
02354.jpg,"so, grand ave",grand,white
02346.jpg,"3. fr
and",grand,white
02340.jpg,so. grand ave.,grand,white
02355.jpg,"so, greitp-ave",bunker hill ave,white
02319.jpg,s. grand time.,grand,white
02331.jpg,s. grand ave,grand,white
02337.jpg,3. grand ave,grand,white
02359.jpg,s. grand avc.,grand,white
02357.jpg,grand ave,grand,white
02344.jpg,,west,white
02330.jpg,s. grand,grand,other
02350.jpg,"so, grand ave",grand,white
02351.jpg,grand ave.,grand,white
02341.jpg,so. grand ave,grand,white
02334.jpg,grand ave.,grand,white
02360.jpg,"so, grand ave",grand,white
02364.jpg,so. grand ave,grand,white
02377.jpg,so grand are,grand,white
02361.jpg,i. grand a,grand,white
02375.jpg,grand ave,grand,white
02369.jpg,grand,grand,white
02372.jpg,grand,grand,white
02371.jpg,"8.
3. grand",grand,white
02373.jpg,"so, grand ave",grand,white
02362.jpg,grand ave.,grand,white
02389.jpg,s! grand ave,grand,white
02378.jpg,"s.
would any.",clay,white
02363.jpg,s. grand live.,grand,white
02379.jpg,s. grand pf.,grand,white
02398.jpg,s. grand ave,grand,white
02366.jpg,"so
grand ave",grand,white
02381.jpg,nd lave,bunker hill ave,white
02393.jpg,"so, grand ave",grand,white
02413.jpg,grand ave.,grand,white
02391.jpg,my.,clay,white
02407.jpg,grand live.,grand,white
02387.jpg,,west,white
02383.jpg,so grand ave,grand,white
02404.jpg,grand lave,grand,white
02380.jpg,"se
grand lave",grand,white
02390.jpg,grand ave.,grand,white
02385.jpg,grand ave.,grand,white
02394.jpg,so. grand ave,grand,white
02415.jpg,grand ave.,grand,white
02411.jpg,s. grand ave,grand,white
02397.jpg,gran,grand,white
02414.jpg,rand,grand,white
02400.jpg,wave.,west,white
02388.jpg,so. grand ave,grand,white
02402.jpg,s.grand ave,grand,white
02419.jpg,"west
first",west,white
02418.jpg,"so, grand ave",grand,white
02416.jpg,s. grand ave,grand,white
02421.jpg,"west
first",west,white
02403.jpg,grand,grand,white
02427.jpg,west first.,west,white
02425.jpg,"""west first.",west,white
02422.jpg,west first,west,white
02420.jpg,"west.
first",west,white
02424.jpg,-west first.,west,white
02426.jpg,west first,west,white
02423.jpg,west first,west,white
02428.jpg,west first,west,white
02434.jpg,west first,west,white
02438.jpg,west first,west,white
02445.jpg,west first,west,white
02436.jpg,west first,west,white
02447.jpg,"west
first.",west,white
02440.jpg,west first,west,white
02441.jpg,west first,west,white
02439.jpg,west first,west,white
02437.jpg,west first,west,white
02443.jpg,west first,west,white
02435.jpg,west first,west,white
02433.jpg,west first,west,white
02430.jpg,west first,west,white
02432.jpg,west first,west,white
02451.jpg,"west
first",west,white
02429.jpg,west first,west,white
02431.jpg,west first.,west,white
02444.jpg,west first,west,white
02442.jpg,west first,west,white
02449.jpg,west first.,west,white
02459.jpg,west first.,west,white
02457.jpg,"west
first",west,white
02450.jpg,-west first,west,white
02446.jpg,west first,west,white
02453.jpg,west first,west,white
02458.jpg,west first.,west,white
02448.jpg,west first,west,white
02454.jpg,west first.,west,white
02455.jpg,"west
first",west,white
02452.jpg,west first,west,white
02461.jpg,west first,west,white
02460.jpg,west first,west,white
02456.jpg,"west
first",west,white
02474.jpg,"so, bunkey hill ave",bunker hill ave,white
02467.jpg,bunkir hill-_ ave.,bunker hill ave,white
02462.jpg,west first,west,white
02471.jpg,"so, bunkex hill ave",bunker hill ave,white
02463.jpg,west first,west,white
02466.jpg,bunker hill! ave,bunker hill ave,white
02473.jpg,·so. bunker hill ave,bunker hill ave,white
02479.jpg,ave,bunker hill ave,white
02472.jpg,"so, bunner hill ave",bunker hill ave,white
02475.jpg,bunker hill ave.,bunker hill ave,white
02480.jpg,so bunker hill ave,bunker hill ave,white
02478.jpg,bunker hill ve,bunker hill ave,white
02483.jpg,so. bunkex hill ave,bunker hill ave,white
02490.jpg,bunker hill! ave.,bunker hill ave,white
02464.jpg,west first,west,white
02485.jpg,bunker hill,bunker hill ave,white
02465.jpg,west first,west,white
02469.jpg,bunker hell ave.,bunker hill ave,white
02477.jpg,so. bunker hill ave,bunker hill ave,white
02484.jpg,·so. bunker hill ave,bunker hill ave,white
02470.jpg,"bunker hill alves,",bunker hill ave,white
02486.jpg,bunker hell. avs.,bunker hill ave,white
02482.jpg,so. bunker hill ave,bunker hill ave,white
02468.jpg,bunker bell-wr,bunker hill ave,white
02491.jpg,bunker fell ave.,bunker hill ave,white
02488.jpg,bunker hill ave.,bunker hill ave,white
02495.jpg,"so, bunker hill ave",bunker hill ave,white
02476.jpg,"so, bunker hill ave",bunker hill ave,white
02489.jpg,benker hill. avr.,bunker hill ave,white
02494.jpg,bunker hill ave,bunker hill ave,white
02481.jpg,"so, bunker nill ave",bunker hill ave,white
02492.jpg,bunker killie.,bunker hill ave,white
02487.jpg,s. benker hils are,bunker hill ave,white
02497.jpg,so bunker hill ave,bunker hill ave,white
02502.jpg,banker hill avr.,bunker hill ave,white
02501.jpg,bunker hell ave.,bunker hill ave,white
02493.jpg,bunker hell. avr,bunker hill ave,white
02499.jpg,so. bunker hill ave,bunker hill ave,white
02500.jpg,si burkh i tillave,bunker hill ave,white
02496.jpg,so bunker hill ave,bunker hill ave,white
02498.jpg,"so, bunker hill ave,",bunker hill ave,white
02517.jpg,bunker hill! ave,bunker hill ave,white
02505.jpg,"so, bunker hill ale",bunker hill ave,white
02510.jpg,bunker hill - ave,bunker hill ave,white
02515.jpg,bunker hill ave.,bunker hill ave,white
02513.jpg,bunker kell. ave,bunker hill ave,white
02525.jpg,so. bunkex hill ave,bunker hill ave,white
02503.jpg,unker,bunker hill ave,white
02508.jpg,so.bunker hill ave,bunker hill ave,white
02512.jpg,bunker hille. ave.,bunker hill ave,white
02506.jpg,"so, bunker hill ave",bunker hill ave,white
02530.jpg,so. bunker hill ave,bunker hill ave,white
02529.jpg,-bunker hill,bunker hill ave,white
02514.jpg,bunker hile. ave,bunker hill ave,white
02520.jpg,so bunker hill ave,bunker hill ave,white
02509.jpg,bunker hile avv.,bunker hill ave,white
02516.jpg,bunker hill ave.,bunker hill ave,white
02533.jpg,so. bunkex hill ave,bunker hill ave,white
02522.jpg,bunker hill are,bunker hill ave,white
02535.jpg,so. bunkey hill ave.,bunker hill ave,white
02504.jpg,so. bunkex hill ave,bunker hill ave,white
02526.jpg,bunker hill ave,bunker hill ave,white
02531.jpg,"so, bunker hill ave",bunker hill ave,white
02523.jpg,so. bunker hill ave,bunker hill ave,white
02519.jpg,se bunkey hill ave,bunker hill ave,white
02511.jpg,3. bunker (fill aus.,bunker hill ave,white
02518.jpg,bunker hile love,bunker hill ave,white
02534.jpg,"so, bunkey hill ave",bunker hill ave,white
02507.jpg,so. bunkex hill ave,bunker hill ave,white
02537.jpg,bunker hill! ave.,bunker hill ave,white
02532.jpg,"so, bunker hill ave",bunker hill ave,white
02527.jpg,bunker hill. avv.,bunker hill ave,white
02521.jpg,so bunker hill ave,bunker hill ave,white
02524.jpg,s. bunker will ave,bunker hill ave,white
02536.jpg,so. bunker hill ave,bunker hill ave,white
02549.jpg,so. bunker hill ave,bunker hill ave,white
02547.jpg,"so, bunker hill ave",bunker hill ave,white
02540.jpg,bunker hell! ave.,bunker hill ave,white
02545.jpg,bunker hill ave.,bunker hill ave,white
02551.jpg,"so, bunker hill ave",bunker hill ave,white
02556.jpg,so bunkey hill ave,bunker hill ave,white
02541.jpg,bunker hill i ave.,bunker hill ave,white
02548.jpg,"so, bunkex hill ave",bunker hill ave,white
02546.jpg,bunker file-tv.,bunker hill ave,white
02558.jpg,"so, bunker hill ave",bunker hill ave,white
02542.jpg,"bunker alle ave,
lee",bunker hill ave,white
02544.jpg,bunker hill ave,bunker hill ave,white
02552.jpg,banker hill.,bunker hill ave,white
02557.jpg,so. bunker hill ave,bunker hill ave,white
02563.jpg,bunker hill ave,bunker hill ave,white
02554.jpg,s. bunker / fill are,bunker hill ave,white
02562.jpg,"so, bunker hill ave",bunker hill ave,white
02553.jpg,bunker hill (,bunker hill ave,white
02559.jpg,so. bunker hill ave,bunker hill ave,white
02550.jpg,so. bunker hill ave,bunker hill ave,white
02568.jpg,bunker hill ave.,bunker hill ave,white
02564.jpg,"bunker me
vr",bunker hill ave,white
02566.jpg,bunker hell ave,bunker hill ave,white
02543.jpg,bunker hell avo.,bunker hill ave,white
02565.jpg,bunker hele- avv.,bunker hill ave,white
02569.jpg,bunker hell i ave.,bunker hill ave,white
02567.jpg,bunker till avr,bunker hill ave,white
02555.jpg,bunker hill aver,bunker hill ave,white
02560.jpg,so. bunker hill ave,bunker hill ave,white
02561.jpg,se. bunker hill ave,bunker hill ave,white
02570.jpg,bunker hill ave.,bunker hill ave,white
02572.jpg,bunker hill ave.,bunker hill ave,white
02571.jpg,bunker fill ave.,bunker hill ave,white
02539.jpg,bunker hile. ave,bunker hill ave,white
02538.jpg,bunku hill alve,bunker hill ave,white
02575.jpg,so bunker hill ave,bunker hill ave,white
02576.jpg,bunker hill ave,bunker hill ave,white
02577.jpg,bunker hill ave.,bunker hill ave,white
02574.jpg,bunker hill ave,bunker hill ave,white
02573.jpg,bbunker will. ave.,bunker hill ave,white
02606.jpg,so. bunker hill ave,bunker hill ave,white
02597.jpg,bunker hill ave,bunker hill ave,white
02579.jpg,bunker hell ave.,bunker hill ave,white
02598.jpg,bunker hill ave,bunker hill ave,white
02592.jpg,bunker hill ave,bunker hill ave,white
02583.jpg,"bunker hill, over",bunker hill ave,white
02587.jpg,"5
bunker hill an",bunker hill ave,white
02582.jpg,bunker hell ave,bunker hill ave,white
02586.jpg,& bunker hill live,bunker hill ave,white
02578.jpg,so.bunkey hill ave,bunker hill ave,white
02591.jpg,bunker hill ve,bunker hill ave,white
02584.jpg,bunker hill ave.,bunker hill ave,white
02581.jpg,bunker hill ave.,bunker hill ave,white
02580.jpg,bunker hill i ave.,bunker hill ave,white
02588.jpg,bunker hill ave.,bunker hill ave,white
02602.jpg,bunker hell ave,bunker hill ave,white
02604.jpg,bunker hill ave.,bunker hill ave,white
02596.jpg,bunker hill ave,bunker hill ave,white
02593.jpg,bunker hill ave,bunker hill ave,mexican
02589.jpg,bunker hill ave.,bunker hill ave,white
02595.jpg,bunker hell ave.,bunker hill ave,white
02599.jpg,bunker hilke awes,bunker hill ave,white
02585.jpg,bunker hill ave,bunker hill ave,white
02608.jpg,bunker klee- de,bunker hill ave,white
02594.jpg,bunker hill-o ave.,bunker hill ave,white
02603.jpg,"bunker hill
ave",bunker hill ave,white
02601.jpg,bunker hill ave,bunker hill ave,white
02609.jpg,bunker hell avg.,bunker hill ave,white
02607.jpg,bunker hill ave,bunker hill ave,white
02605.jpg,bunker hill! ave,bunker hill ave,white
02600.jpg,bunker hill ave.,bunker hill ave,white
02590.jpg,bunker hill cure.,bunker hill ave,white
02610.jpg,bunker,bunker hill ave,white
02613.jpg,bunker will,bunker hill ave,white
02630.jpg,"so, bunker hill ave",bunker hill ave,white
02620.jpg,bunker hill avd.,bunker hill ave,white
02633.jpg,bunker bill. the,bunker hill ave,white
02624.jpg,bunker nice,bunker hill ave,white
02619.jpg,bunker hell ave,bunker hill ave,white
02617.jpg,so. bunkey hill ave.,bunker hill ave,white
02622.jpg,bunker hill ave,bunker hill ave,white
02642.jpg,,west,white
02615.jpg,"bunker hiel air,",bunker hill ave,white
02616.jpg,bunker hill ave.,bunker hill ave,white
02639.jpg,bunker hill ave.,bunker hill ave,white
02626.jpg,bunker hilel,bunker hill ave,white
02632.jpg,bunker hill ave.,bunker hill ave,white
02625.jpg,hir hell ave.,bunker hill ave,white
02635.jpg,so bunker hill ave,bunker hill ave,white
02634.jpg,bunker hell ave.,bunker hill ave,white
02627.jpg,bunker hill ave,bunker hill ave,white
02612.jpg,bunker hill i ave.,bunker hill ave,white
02631.jpg,bunker hell ave.,bunker hill ave,white
02628.jpg,bunker fill aver.,bunker hill ave,white
02623.jpg,bunker hilel,bunker hill ave,white
02641.jpg,buniken hell ave.,bunker hill ave,white
02636.jpg,bunker hill ave.,bunker hill ave,white
02638.jpg,bunker hill ave,bunker hill ave,white
02611.jpg,bunker hille ave,bunker hill ave,white
02643.jpg,bunker hill ave,bunker hill ave,white
02644.jpg,bunker hill ave,bunker hill ave,white
02640.jpg,bunker hill ave.,bunker hill ave,white
02645.jpg,bunker thel-ave,bunker hill ave,white
02650.jpg,bunker hill aven,bunker hill ave,white
02646.jpg,"so, bunker hill ave",bunker hill ave,white
02647.jpg,bunker hill ave,bunker hill ave,white
02652.jpg,bunker hille avd.,bunker hill ave,white
02651.jpg,so bunker hill ave.,bunker hill ave,white
02648.jpg,bunker hell! ave.,bunker hill ave,white
02653.jpg,bunker hill ave,bunker hill ave,white
02649.jpg,s. bunker hill are,bunker hill ave,white
02663.jpg,so bunker hill ave,bunker hill ave,white
02637.jpg,bunker hile- ave.,bunker hill ave,white
02614.jpg,bunker hill ave,bunker hill ave,white
02629.jpg,bunker hile ave,bunker hill ave,white
02654.jpg,bunker hill ave.,bunker hill ave,white
02661.jpg,"so, bunker hill ave.",bunker hill ave,white
02658.jpg,bunker kill ave.,bunker hill ave,white
02671.jpg,banker klee a,bunker hill ave,white
02657.jpg,bunker hill the,bunker hill ave,white
02656.jpg,bunker hill! ave.,bunker hill ave,white
02669.jpg,so bunkey hill ave,bunker hill ave,white
02677.jpg,bunker hille,bunker hill ave,white
02660.jpg,"bunker nile fue
wee",bunker hill ave,white
02659.jpg,bunker hell ave.,bunker hill ave,white
02675.jpg,"bunker hill ave,",bunker hill ave,white
02666.jpg,"so, bunker hill ave",bunker hill ave,white
02673.jpg,bunker hill ave,bunker hill ave,white
02670.jpg,"bunker hill
e",bunker hill ave,white
02668.jpg,so bunker hill ave,bunker hill ave,white
02655.jpg,bunker hill airs.,bunker hill ave,white
02664.jpg,so bunker hill ave,bunker hill ave,white
02672.jpg,"bunker hill ai
28.",bunker hill ave,white
02662.jpg,so. bunker hill ave,bunker hill ave,white
02674.jpg,bunker hell ave,bunker hill ave,white
02667.jpg,so. bunker hill ave,bunker hill ave,white
02676.jpg,,west,white
02665.jpg,"so, bunker nill ave",bunker hill ave,white
02678.jpg,bunker will de,bunker hill ave,white
02681.jpg,so. bunker hill ale,bunker hill ave,white
02680.jpg,"so, bunkex hill ave",bunker hill ave,white
02679.jpg,bunker hell ave,bunker hill ave,white
02682.jpg,so.bunker hill ave,bunker hill ave,white
02683.jpg,so. bunker hill ave,bunker hill ave,white
02685.jpg,so. bunker hill ave,bunker hill ave,white
02687.jpg,5. bunker hill ave,bunker hill ave,white
02684.jpg,so. bunker hill ave,bunker hill ave,white
02686.jpg,bunkir,bunker hill ave,white
02688.jpg,so. bunker hill ave,bunker hill ave,white
02692.jpg,so bunkey hill ave,bunker hill ave,white
02711.jpg,so bunker hill ave,bunker hill ave,white
02689.jpg,"so, bunker hill ave",bunker hill ave,white
02696.jpg,bunker fill ave.,bunker hill ave,white
02695.jpg,bunker mile avr,bunker hill ave,white
02702.jpg,so. bunker hill ave,bunker hill ave,white
02715.jpg,bunker heel ave.,bunker hill ave,white
02690.jpg,so. bunker hill ave,bunker hill ave,white
02716.jpg,bunker hill ave,bunker hill ave,white
02700.jpg,bunker hill ave.,bunker hill ave,white
02706.jpg,so.bunker hill are,bunker hill ave,other
02708.jpg,so. bunker nill ave,bunker hill ave,white
02693.jpg,bunker hell - ave.,bunker hill ave,white
02707.jpg,so bunker hill ave.,bunker hill ave,white
02698.jpg,bunker hill - ave,bunker hill ave,white
02714.jpg,bunker hill ave,bunker hill ave,white
02703.jpg,so. bunker hill ave,bunker hill ave,white
02697.jpg,bunker hile ave,bunker hill ave,white
02713.jpg,bunker hill ave.,bunker hill ave,white
02694.jpg,bunker will ave,bunker hill ave,white
02691.jpg,so. bunker hill se,bunker hill ave,white
02719.jpg,bunker hill ave.,bunker hill ave,white
02709.jpg,so bunker hill ave,bunker hill ave,white
02718.jpg,bunker fill. ave.,bunker hill ave,white
02710.jpg,so bunker hill ave,bunker hill ave,white
02704.jpg,so. bunker hill ave,bunker hill ave,white
02705.jpg,"so, bunkey hill ave",bunker hill ave,white
02717.jpg,"bun
hille",bunker hill ave,white
02701.jpg,bunker hike ave.,bunker hill ave,white
